X 1.1;Y 1.1;X 1.2;Y 1.2;X 1.3;Y 1.3;X 1.4;Y 1.4;X 1.5;Y 1.5;X 1.6;Y 1.6;X 1.7;Y 1.7;X 1.8;Y 1.8;X 1.9;Y 1.9;X 1.10;Y 1.10;X 1.11;Y 1.11;X 1.12;Y 1.12;X 1.13;Y 1.13;X 1.14;Y 1.14;X 1.15;Y 1.15;X 1.16;Y 1.16;X 1.17;Y 1.17;X 1.18;Y 1.18;X 1.19;Y 1.19;X 1.20;Y 1.20;X 2.1;Y 2.1;X 2.2;Y 2.2;X 2.3;Y 2.3;X 2.4;Y 2.4;X 2.5;Y 2.5;X 2.6;Y 2.6;X 2.7;Y 2.7;X 2.8;Y 2.8;X 2.9;Y 2.9;X 2.10;Y 2.10;X 2.11;Y 2.11;X 2.12;Y 2.12;X 2.13;Y 2.13;X 2.14;Y 2.14;X 2.15;Y 2.15;X 2.16;Y 2.16;X 2.17;Y 2.17;X 2.18;Y 2.18;X 2.19;Y 2.19;X 2.20;Y 2.20;X 3.1;Y 3.1;X 3.2;Y 3.2;X 3.3;Y 3.3;X 3.4;Y 3.4;X 3.5;Y 3.5;X 3.6;Y 3.6;X 3.7;Y 3.7;X 3.8;Y 3.8;X 3.9;Y 3.9;X 3.10;Y 3.10;X 3.11;Y 3.11;X 3.12;Y 3.12;X 3.13;Y 3.13;X 3.14;Y 3.14;X 3.15;Y 3.15;X 3.16;Y 3.16;X 3.17;Y 3.17;X 3.18;Y 3.18;X 3.19;Y 3.19;X 3.20;Y 3.20
32;755;79;765;134;778;205;795;284;807;362;821;456;834;569;846;652;852;730;859;823;861;910;864;1008;864;1104;860;1206;856;1310;853;1408;846;1506;836;1597;826;1686;813;41;792;79;806;134;818;206;833;259;841;344;859;420;871;564;887;647;900;744;904;824;904;917;907;1006;909;1115;907;1214;906;1318;899;1418;883;1508;873;1579;864;1698;841;19;822;72;841;130;856;198;872;268;887;348;903;427;917;569;937;660;945;749;946;816;945;918;942;1112;937;1188;946;1276;944;1339;937;1415;927;1477;921;1538;904;1602;895
